sat,tothrs,colgpa,athlete,hsize,hsrank,hsperc,female
1140,45,2.46,0,3.5,143,40.85714,0
1170,59,2.8299999,0,4.3499999,123,28.27586,0
1140,14,3,0,5.2199998,41,7.8544059,0
1210,14,3.5699999,0,.52999997,5,9.4339619,0
1020,51,3.8800001,0,1.5,21,14,1
1050,43,2.3,0,4.71,130,27.600849,1
1130,48,2.8099999,0,4.71,63,13.3758,0
1160,15,2.5999999,0,4.1399999,52,12.56039,0
1070,45,3.2,0,3.96,71,17.929291,0
1020,103,2.3900001,0,5.0500002,183,36.237629,0
940,48,2.47,0,3.4200001,24,7.0175438,0
950,41,1.97,0,3.74,87,23.26203,0
910,17,2.52,0,1.37,44,32.116791,1
1240,81,2.96,0,4.1199999,18,4.3689318,1
970,15,3.2,0,2.23,43,19.282511,0
1140,15,2.53,0,1.71,83,48.53801,1
940,17,1.64,0,3.3299999,53,15.91592,1
940,73,2.79,0,3.8299999,53,13.83812,0
790,87,2.71,1,6.77,96,14.18021,1
1190,50,3.3399999,0,3.52,23,6.534091,0
1010,41,2.97,1,2.6600001,10,3.759398,1
1020,41,2.95,0,4.6599998,23,4.9356222,1
1050,76,2.5999999,1,1.62,22,13.58025,1
1270,16,2.8699999,0,2.21,11,4.977376,0
860,75,2.76,1,1.13,29,25.663719,1
1140,38,3.52,1,4.54,36,7.9295149,0
1310,72,3.48,0,.51999998,1,1.923077,0
940,86,2.4100001,0,2.21,45,20.36199,0
1110,87,2.74,0,5.04,131,25.99206,1
970,99,2.9000001,0,4.0100002,75,18.703239,0
1140,16,3.1800001,0,4.9899998,28,5.6112218,1
970,42,2.28,0,1.42,39,27.46479,0
840,47,2.4000001,0,1.42,57,40.14085,1
1150,17,3.1700001,0,.47,12,25.531919,0
1020,42,2.1099999,0,3.9000001,83,21.282049,0
1210,17,3.3499999,0,3.8299999,75,19.582239,1
900,43,2.74,0,2.6800001,38,14.1791,0
850,15,2.5999999,1,2.5599999,39,15.23438,0
1320,54,2.8699999,0,.1,2,20,1
1010,15,2.4000001,0,3.4000001,88,25.882351,1
920,42,2.1099999,0,2.9000001,113,38.965519,1
1330,16,4,0,2.1800001,6,2.7522941,0
880,52,2.78,0,.25999999,4,15.38461,0
1160,95,2.9400001,0,.93000001,12,12.90323,1
1090,50,2.7,0,2.1500001,7,3.2558141,0
1030,12,1.41,0,.1,4,40,0
1150,52,2.51,0,.94,13,13.82979,1
1020,16,3.1800001,0,1.48,30,20.270269,0
1030,45,1.97,0,1.2,68,56.666672,0
1380,55,3.8,0,1.23,1,.81300813,0
1240,84,3.4400001,0,1.97,3,1.522843,0
1320,18,4,0,2.6099999,10,3.831418,1
990,16,2.5,0,3.8499999,93,24.15584,1
940,50,2.72,0,3.8900001,33,8.4832907,1
980,45,2.53,0,3.21,108,33.644859,0
1120,51,3.29,0,3.21,31,9.657321,1
970,44,3.02,0,1.25,36,28.799999,1
1010,52,2.78,0,1.25,47,37.599998,1
1120,46,2.0599999,0,1.25,87,69.599998,0
1110,86,2.72,0,.60000002,12,20,0
1430,78,3.55,1,2.8499999,14,4.912281,0
900,20,2,0,2.5,10,4,1
1230,50,2.8399999,0,2.95,43,14.57627,0
1240,41,2.3599999,0,1.3,49,37.69231,1
1090,50,3.8800001,0,3.2,6,1.875,0
820,103,2.3099999,1,.050000001,2,40,1
1000,12,2.25,0,2.51,93,37.051788,0
1050,47,3.21,0,.1,5,50,1
1090,118,2.5899999,0,2.3599999,57,24.15254,1
1100,78,3.2,0,2.25,112,49.777779,0
860,80,2.53,0,6.5500002,100,15.26718,1
1320,99,2.6700001,0,4.2800002,171,39.95327,0
1190,134,2.4400001,0,.1,4,40,1
1010,14,2.6400001,0,.1,4,40,1
1090,52,2.4200001,0,1.72,8,4.6511631,1
940,15,3,0,1.8,52,28.888889,1
990,41,2.95,0,6.25,19,3.04,1
1180,16,3.25,0,6,25,4.166667,1
1210,41,2.6800001,0,3.6500001,90,24.65753,0
1250,82,2.73,0,3.3699999,56,16.61721,0
950,48,1.29,0,3.28,29,8.8414631,0
1010,80,2.8,0,3.27,66,20.183491,1
1060,14,2,0,2.5999999,45,17.30769,1
1000,14,1.64,0,2.5999999,68,26.153851,0
1030,83,3.95,0,1.05,6,5.7142859,1
810,18,2.4400001,0,2.79,23,8.2437277,1
1160,13,3.76,0,2.79,6,2.150538,0
980,12,2.4100001,0,.22,13,59.090912,0
1000,42,2.76,0,2.76,70,25.36232,0
1170,18,3.6600001,0,2.52,10,3.9682541,1
1190,84,3.21,0,2.6500001,20,7.5471702,1
1180,15,3.3299999,0,3.0799999,59,19.15584,1
1190,76,2.71,0,2.6099999,46,17.624519,1
780,100,2.8199999,0,2.49,55,22.08835,0
1010,17,3.4100001,0,1.29,11,8.527132,0
850,36,1.77,1,3.5799999,135,37.709499,0
1240,49,3.6099999,0,3.5799999,1,.2793296,1
1060,53,1.77,1,2.99,149,49.832779,0
1180,116,2.55,0,4.0100002,158,39.401501,0
830,47,2.7,0,3.9300001,134,34.096691,1
1070,16,2.3099999,0,4.1599998,120,28.846149,0
1090,107,2.02,0,5.9499998,319,53.613449,0
1000,14,2.9200001,0,1.39,44,31.65468,1
860,76,2.75,0,.47999999,2,4.166667,1
1000,50,2.1800001,0,2.49,28,11.24498,1
1150,76,2.3599999,0,2.6900001,99,36.802971,0
1150,52,3.53,0,2.77,43,15.52347,0
1230,48,3.8699999,0,1.96,6,3.061224,0
1120,45,2.5699999,0,3.3599999,23,6.8452382,0
870,11,1.36,0,3.6199999,105,29.005529,0
1190,17,2.1099999,0,1.3200001,34,25.75758,1
1060,12,3.5,0,1.3200001,58,43.939388,1
1050,17,2.5799999,0,3.8199999,9,2.3560209,1
930,42,3.4000001,0,3.4400001,21,6.104651,1
1030,86,2.79,0,3.8,9,2.3684211,0
970,81,2.7,0,.1,2,20,1
1150,54,2.8800001,0,4.8499999,70,14.43299,0
1020,14,2.4200001,0,4.8000002,167,34.791672,1
1170,52,3.4200001,0,4.8499999,22,4.5360818,1
1000,16,3.0599999,0,4.8000002,149,31.04167,1
1140,54,3.29,0,.1,7,70,0
1070,109,2.5599999,0,3.04,19,6.25,1
940,47,1.97,0,4.1999998,140,33.333328,1
1040,110,2.48,0,4.1999998,84,20,0
1100,45,2.4400001,0,2.9200001,33,11.30137,0
1070,43,2.74,0,.92000002,18,19.56522,1
1150,107,2.8299999,0,5.6599998,147,25.971729,0
1030,45,2.6600001,0,5.73,312,54.45026,1
1410,17,4,0,4.1999998,36,8.5714283,0
1040,105,2.8499999,0,2.54,120,47.244091,0
900,81,2.5,0,2.3399999,69,29.487181,1
1000,119,2.99,0,2.96,97,32.770271,1
1140,50,2.8,0,3.2,100,31.25,0
1130,112,2.6500001,0,3.9200001,156,39.795921,0
1130,17,2.8199999,0,4.46,154,34.529148,1
1220,49,2.8099999,0,4.6100001,278,60.303692,0
1110,16,3.3699999,0,4.5100002,102,22.616409,0
1170,66,2.72,0,2.8,9,3.2142861,1
1270,45,3.46,0,4.6300001,79,17.062639,1
850,123,3.26,0,4.6399999,130,28.017241,1
1040,78,2.9400001,0,4.6399999,122,26.2931,1
1140,49,2.75,0,.81,35,43.209881,1
980,50,2.26,0,2.2,20,9.090909,1
1220,15,4,0,3.53,33,9.3484421,1
1150,20,3.4000001,0,3.53,22,6.232295,0
890,44,2.9000001,0,4.29,78,18.18182,0
1030,115,2.6500001,0,4.1900001,142,33.890209,0
1180,74,3.21,0,4.21,58,13.77672,1
1030,85,3.1199999,0,4.21,59,14.01425,1
940,48,2.47,0,4.29,134,31.23543,1
1120,112,3.0699999,0,.75,46,61.333328,1
970,13,1.76,0,.1,8,80,1
1090,18,3.4400001,0,3.46,55,15.89595,0
940,14,3,0,2.7,6,2.2222221,1
980,43,2.5999999,0,2.8599999,68,23.77622,1
1120,17,3.5799999,0,5.0999999,131,25.68627,1
1110,17,3,0,5.04,173,34.325401,0
1080,42,2.0699999,0,4.7600002,275,57.773109,0
1130,17,3.8199999,0,5.04,101,20.03968,0
1050,107,2,0,2.7,50,18.51852,0
1130,109,2.6700001,1,1.79,104,58.100559,0
1200,14,2.6400001,0,1.67,24,14.37126,0
1110,13,2.53,0,3.22,70,21.73913,1
800,75,2.26,0,.1,4,40,0
1070,82,3.02,0,1.8200001,8,4.3956051,0
930,79,2.45,0,2.28,128,56.14035,0
1170,64,1.9299999,0,2.28,13,5.701755,0
980,41,2.53,0,2.1400001,32,14.95327,0
1200,43,2.1099999,0,2.1400001,20,9.3457947,0
1170,86,3.4000001,0,1.64,4,2.439024,0
900,58,3.2,0,1.72,14,8.139535,0
1280,14,3,0,2.26,26,11.50443,1
1240,68,2.95,0,1.62,92,56.790119,0
1190,94,2.1700001,0,1.24,25,20.161289,0
1000,49,2.5699999,0,3.3,178,53.939388,0
940,12,2.75,0,.1,3,30,0
980,107,2.54,0,2.47,98,39.676109,0
1200,49,2.95,0,.85000002,17,20,0
1060,74,1.9,0,.050000001,3,60,0
1070,16,2.8099999,0,3.6099999,71,19.667589,0
990,116,3.3,1,3.21,27,8.4112148,1
1060,45,2.1500001,0,1.8099999,34,18.784531,0
1060,16,3.25,0,2.6099999,52,19.92337,0
1270,84,2.8900001,0,2.3900001,48,20.083679,0
1040,15,3.73,0,2.0699999,13,6.2801929,1
1320,17,3.6400001,0,1.99,10,5.025126,0
1060,42,1.95,0,2.0999999,47,22.380951,1
1240,67,2.0999999,0,.1,4,40,0
1120,16,3,0,1.74,33,18.965521,0
920,92,2.47,0,2.1099999,60,28.43602,1
1230,76,2.71,0,3.1400001,30,9.5541401,1
1330,18,3.6600001,0,3.5699999,32,8.9635859,0
1130,98,2.0799999,0,2.47,123,49.797569,0
1020,12,2.1600001,0,2.1500001,59,27.44186,0
1060,15,1.8,0,2.8800001,45,15.625,1
1050,50,2.8800001,0,2.8199999,74,26.241131,0
1080,16,2.8699999,0,2.0899999,67,32.057419,1
1010,18,2.6099999,0,3.1199999,69,22.115391,0
920,38,3.28,1,4.0700002,173,42.506142,0
1030,49,2.1199999,0,1.8,26,14.44444,1
850,18,3.8299999,0,3.5,13,3.7142861,1
1260,21,4,0,5.2399998,58,11.0687,0
1030,90,3.02,0,.75999999,8,10.52632,0
830,19,3.05,0,1.47,71,48.29932,0
1430,17,3.76,0,3.05,2,.6557377,0
1210,16,4,1,5.46,12,2.1978021,0
1120,46,2.04,0,4.9299998,180,36.511162,1
940,48,3.0799999,0,4.9299998,115,23.326571,1
1350,77,3.4000001,1,.050000001,4,80,1
1060,16,3.75,0,5.0300002,45,8.9463224,1
820,69,2.71,1,2.0999999,17,8.0952377,0
1100,57,2.54,0,1.1799999,41,34.745762,0
1190,73,2.23,0,1.0700001,12,11.21495,0
1070,122,3.21,0,2.6099999,50,19.157089,1
1130,45,3.1099999,0,5.0500002,92,18.217819,0
1060,79,3.4100001,0,4.96,50,10.08065,1
900,17,2.8199999,0,5.4099998,87,16.081329,1
1230,80,2.77,0,.039999999,3,75,0
1290,50,3.3,0,1.51,20,13.24503,0
1010,96,1.9299999,0,4.3699999,88,20.1373,0
1010,15,1.2,0,.81999999,21,25.60976,0
840,45,2.24,0,2.55,52,20.39216,0
1320,52,3.46,0,7.6399999,69,9.031414,0
1010,17,1.88,0,3.3299999,39,11.71171,1
1020,45,3.48,0,2.6199999,67,25.572519,1
1110,46,2.5999999,0,2.6199999,115,43.893131,0
1040,48,2.8499999,0,2.6199999,80,30.534349,1
1020,17,1.58,0,2.4100001,104,43.15353,1
1030,17,2.8800001,0,3.1500001,37,11.74603,1
1220,116,2.3099999,0,3.3900001,176,51.9174,0
1040,16,2.4300001,1,1.9299999,37,19.17098,1
1060,83,2.0599999,0,2.0899999,86,41.148331,0
1060,80,3.6300001,0,2.0899999,18,8.6124401,1
990,82,2.2,0,2.0899999,110,52.63158,0
1050,14,2.6400001,0,1.9299999,50,25.90674,0
960,46,3.1500001,0,2.0699999,36,17.3913,1
980,46,2.23,0,2.0699999,85,41.062801,1
940,77,2.9000001,0,2.47,16,6.4777331,1
980,14,1.21,0,2.8,77,27.5,0
1150,17,1.76,1,2.8299999,13,4.5936389,1
1000,44,2.4300001,1,1.59,67,42.138359,1
1070,39,2.48,0,1.59,86,54.088051,1
1180,80,3.46,0,1.6900001,48,28.40237,0
910,15,2.46,0,.1,5,50,1
1080,131,2.8299999,0,1.37,22,16.05839,0
1050,51,3.52,0,.73000002,7,9.5890408,1
640,52,1.73,1,2.1900001,63,28.76712,0
1240,18,4,0,1,33,33,0
1280,46,2.0799999,0,1.38,28,20.28986,0
820,78,2.23,0,1.24,47,37.903221,1
990,46,2.76,0,.94,39,41.489361,0
1120,17,2.29,0,3.4000001,111,32.64706,0
1060,16,3.25,0,3.4000001,147,43.235291,0
1060,108,2.0699999,0,3.28,123,37.5,0
1150,13,3,0,3.4000001,63,18.529409,1
1340,16,2.5599999,0,2.7,72,26.66667,1
1070,15,2.26,0,2.7,99,36.666672,0
970,47,2.1700001,0,1.76,20,11.36364,1
1260,117,2.7,0,3.27,67,20.4893,0
1080,17,3.1099999,0,3.5,38,10.85714,1
1190,17,2.4100001,0,1.39,19,13.66906,0
1040,99,2.6900001,0,3.1199999,24,7.692307,1
800,54,2.2,1,8.3100004,220,26.474131,0
1040,39,2.46,0,4.1700001,158,37.88969,0
1150,17,2.52,0,5.4699998,214,39.12249,1
1080,94,2.5799999,0,.85000002,1,1.176471,1
1290,45,3.48,0,1.6,2,1.25,0
980,45,2.24,0,3.28,145,44.207321,1
470,69,1.89,1,2.3099999,92,39.826839,0
1090,44,2.29,0,2.4000001,37,15.41667,1
990,79,2.9100001,0,3.1700001,66,20.82019,0
1040,104,3.3299999,0,1.6,49,30.625,0
1190,106,3.1400001,0,1.6,25,15.625,1
1100,17,2.29,0,1.83,42,22.950821,0
1100,45,3.02,0,1.4299999,36,25.174829,0
990,80,2.55,0,1.13,53,46.90266,0
1160,16,3.3699999,0,1,16,16,1
960,13,2.6900001,0,3.1600001,97,30.696199,0
930,117,2.8800001,0,3.6700001,41,11.17166,0
1050,97,2.3599999,0,1.55,84,54.19355,0
1040,47,2.6300001,0,1.91,79,41.361259,1
1000,50,2.6199999,0,2.5,73,29.200001,0
1000,18,2.55,0,1.36,16,11.76471,0
1080,14,2.5699999,0,1.8,49,27.222219,0
1080,15,2.4000001,0,1.8,71,39.444439,1
1020,50,3.22,0,2.8,47,16.785721,0
1060,47,2.29,0,3.4300001,46,13.41108,0
970,39,2.25,0,2.21,77,34.841629,0
1030,76,3.1099999,0,2.1300001,140,65.727699,0
1080,16,1.62,0,2.8599999,38,13.28671,0
1010,77,2.77,0,2.1400001,17,7.9439249,1
1030,46,2.47,0,2.1300001,127,59.624409,1
1140,84,2.26,0,2.1900001,81,36.986301,0
1170,51,2.5999999,0,2.22,9,4.0540538,0
1040,71,2.23,0,2.4300001,38,15.63786,1
1080,43,1.97,0,4.9699998,136,27.364189,0
1100,43,2.5999999,0,5.29,238,44.990551,1
940,16,2.8699999,0,1,27,27,0
1020,97,2.3599999,0,.99000001,35,35.353531,1
1080,74,2.48,0,1,24,24,0
1200,78,2.3,0,4.1399999,68,16.425119,0
1160,18,2.3299999,0,5.1300001,112,21.832359,0
1060,67,2.9400001,0,5.3499999,64,11.96262,1
970,84,3.23,0,4.8600001,86,17.695471,1
1050,114,3.3900001,0,2.4000001,34,14.16667,1
1130,49,3.0599999,0,4.6700001,198,42.398289,0
1440,15,3.8,0,4.3000002,11,2.55814,0
850,41,1.9,0,4.3000002,170,39.534889,0
980,50,2.8,0,4.1300001,71,17.19128,1
950,42,2.47,0,4.1300001,96,23.244551,0
1050,88,2.9300001,0,3.7,17,4.594594,1
1100,49,1.83,0,2.5599999,146,57.03125,0
1100,117,2.47,0,2.3399999,67,28.632481,0
1120,119,2.1500001,0,2.6800001,106,39.552238,1
1190,48,2.02,0,2.3199999,182,78.448273,0
920,115,2.53,0,2.6800001,90,33.582088,1
1040,41,2.21,0,2.5799999,102,39.534889,0
1110,124,2.9100001,1,4.48,105,23.4375,1
1110,73,2.5599999,0,3.99,74,18.54637,1
810,41,1.8,0,4.1799998,169,40.430618,0
1030,43,2.0599999,0,1.45,40,27.58621,0
1030,45,2.3499999,0,3.27,70,21.406731,1
1070,15,2.2,0,1.52,38,25,1
1280,47,3.04,0,1.67,41,24.5509,1
1180,88,3.1400001,0,1.92,11,5.729167,1
980,55,2.54,0,1.96,59,30.102039,1
1080,16,2.6800001,0,1.86,46,24.73118,1
1290,50,4,0,2.22,12,5.405406,0
1050,14,2,1,3.0999999,110,35.483871,0
1120,81,2.8699999,0,2.5999999,56,21.53846,1
1040,18,3.6600001,0,3.24,8,2.469136,1
1200,65,1.6,0,3.0899999,24,7.7669902,0
1100,110,3.97,0,3.3299999,2,.6006006,1
1140,17,3.1700001,0,2.4200001,52,21.4876,0
1040,16,1.87,0,2.23,78,34.977581,1
1110,17,3.23,0,3.0799999,84,27.27273,0
990,84,3.27,0,2.05,25,12.19512,1
1080,40,2.5,0,1.99,83,41.708542,0
1330,55,3.9400001,0,.31,1,3.225806,0
1150,114,2.5999999,0,.91000003,23,25.274719,0
1130,42,2.3800001,0,1.28,32,25,0
840,41,2.73,0,2.78,75,26.97842,1
1000,16,2.8099999,0,2.3299999,17,7.2961369,1
970,76,3.1500001,0,2.4100001,45,18.672199,1
1060,83,2.95,0,2.6700001,67,25.09363,0
1180,14,3.5,0,2.9200001,16,5.4794521,1
1080,83,2.4400001,0,2.54,81,31.889759,0
1210,18,3.3299999,0,3.8900001,40,10.28278,1
1060,18,3.1099999,0,4.1100001,99,24.087589,1
1120,48,2.8699999,0,3.6900001,192,52.03252,0
1130,17,3.5799999,0,4.1100001,96,23.35766,0
1110,48,2.52,0,2.2,56,25.45455,1
1020,82,2.46,0,3.79,125,32.981529,1
960,45,2.6199999,0,2.5899999,84,32.43243,1
990,121,2.8199999,0,2.24,109,48.660709,0
890,115,3.26,0,1.3200001,30,22.72727,1
960,41,2.6500001,0,2.0999999,84,40,0
1180,13,2.76,0,2.6400001,103,39.015148,0
970,14,3.1400001,0,2.5699999,33,12.84047,0
1020,13,3.23,0,2.5699999,29,11.28405,0
1060,45,2.1500001,0,2.3599999,80,33.8983,0
1130,17,3,0,3.77,45,11.93634,1
940,82,2.21,0,2.1500001,23,10.69767,1
990,16,3.3099999,0,4.25,38,8.9411764,1
980,43,1.72,0,3.9100001,167,42.710999,0
1110,16,3.5,0,3.48,57,16.379311,0
1040,61,3.0799999,0,3.22,14,4.347826,1
1020,16,2,0,2.1900001,76,34.703201,1
800,114,3.0599999,0,3.5,35,10,0
1060,14,2.21,0,5.0599999,113,22.33202,0
1030,47,2.4000001,0,3.01,40,13.28904,1
1070,127,2.78,0,2.27,17,7.488987,1
1090,18,2.6099999,0,.57999998,8,13.7931,1
1200,55,2.25,0,2.22,39,17.56757,0
1130,16,3.25,0,2.8199999,67,23.758869,0
1230,108,3.8199999,0,3.4000001,91,26.764709,1
1280,91,3.21,0,3.2,10,3.125,1
1000,46,2.23,0,3.45,138,40,1
860,50,2.2,0,3.45,135,39.13044,1
1210,78,2.6600001,0,4.6900001,190,40.51173,0
960,42,2.8,0,4.8400002,214,44.21487,1
910,46,2.4100001,0,4.8400002,104,21.4876,1
990,78,2.52,0,2.25,51,22.66667,1
1080,111,2.6099999,0,3.75,115,30.66667,0
830,84,2.02,0,3.5,40,11.42857,1
910,17,2.1700001,0,3.6700001,80,21.798361,1
1040,15,2.26,0,1.86,46,24.73118,0
890,15,2.73,0,2.21,20,9.0497742,1
1030,48,2.72,0,1.38,15,10.86957,1
1240,99,2.9100001,0,1.55,17,10.96774,0
1060,49,3.26,0,1.02,8,7.8431368,1
860,121,2.76,0,.44,22,50,1
900,75,2.6900001,0,4.23,76,17.9669,1
1270,14,3.5,0,2.0799999,8,3.846154,0
1010,71,1.9400001,0,.1,3,30,1
1100,18,3.6099999,0,.46000001,2,4.347826,1
1010,53,1.79,0,3.4000001,79,23.235291,1
910,50,2,0,5.3299999,38,7.129456,1
760,20,2.7,0,4.5,111,24.66667,1
900,48,2.6199999,0,2.97,71,23.90572,1
1170,47,3.6800001,0,3.47,28,8.0691643,1
1050,47,2.48,0,1.05,38,36.190479,0
980,81,3.4100001,0,2.21,37,16.742081,0
1130,111,2.51,0,2.54,39,15.35433,0
1210,50,3.6400001,0,3.72,29,7.7956991,0
1150,113,3.52,0,4.75,9,1.894737,1
1050,53,3.1500001,0,6.9499998,134,19.280569,0
1000,84,3.1600001,0,7.25,137,18.896549,1
1030,107,2.5799999,0,7.5999999,207,27.236839,0
950,48,2.0599999,0,6.9499998,405,58.27338,1
1240,77,2.8299999,0,.15000001,2,13.33333,0
1030,45,1.84,0,7,192,27.42857,0
1110,77,2.0899999,0,3.3499999,188,56.1194,0
940,45,2.55,0,3.3699999,139,41.246288,1
1020,42,2.8800001,0,2.6700001,30,11.23596,0
970,47,2.3099999,0,1.2,12,10,1
960,14,3.0699999,0,1.25,6,4.8000002,1
1060,45,2.97,0,3.6400001,77,21.153851,1
980,100,2.79,0,3.8900001,38,9.7686377,1
1070,69,2.26,1,4.9099998,127,25.86558,0
1040,68,1.8,0,3.76,63,16.75532,0
1000,107,2.8499999,0,2.5999999,100,38.46154,1
990,102,2.4200001,0,4.3299999,145,33.487301,1
1000,50,2.6199999,0,5.0900002,112,22.003929,0
1180,75,3.6800001,0,2.45,10,4.0816331,1
1200,48,2.02,0,.1,4,40,1
1080,17,2.05,0,3.6600001,74,20.21858,1
1150,52,3.6700001,0,.88,4,4.545455,0
1110,112,3.4300001,0,4.6300001,159,34.341251,1
1120,41,1.6799999,0,8.4700003,331,39.079102,0
1090,15,2.4000001,0,3.8399999,219,57.03125,0
1310,117,3.05,0,1.64,4,2.439024,0
1080,46,2.5799999,0,.88999999,12,13.48315,0
1090,50,2.4000001,0,7.4000001,51,6.891892,1
1020,53,1.9,0,7.4000001,153,20.67568,1
1080,49,3.22,0,2.1900001,16,7.3059359,1
960,75,2.77,0,3.1099999,96,30.86817,0
860,13,2.3800001,0,.1,6,60,1
1050,16,2.8099999,0,.1,3,30,0
1060,50,3.22,0,4.1700001,68,16.306959,0
1190,80,2.1600001,0,1.22,36,29.5082,0
1000,47,2.6300001,0,2.48,93,37.5,0
1180,35,2.54,0,2.48,54,21.774191,0
1020,48,1.95,0,1.75,27,15.42857,0
1060,48,2.29,0,.1,5,50,0
1000,45,2.9100001,0,3.8499999,89,23.11688,0
1010,81,2.3699999,0,2.3900001,73,30.54393,1
1160,77,2.9000001,0,2.98,81,27.18121,0
1300,83,2.3,0,4.0799999,92,22.549021,1
1010,48,3.0799999,0,.86000001,10,11.62791,0
970,46,3.5999999,0,3.1600001,31,9.8101263,1
1210,17,4,0,4.5599999,26,5.701755,0
1030,16,3.3699999,0,3.6300001,127,34.986229,1
1230,15,3.3299999,0,3.6300001,7,1.928375,0
980,46,2.73,0,1.85,13,7.0270271,1
1110,17,2.1700001,0,2.6600001,75,28.19549,0
950,95,2.6300001,0,.80000001,13,16.25,0
1180,48,2.9100001,0,.49000001,8,16.32653,1
1040,67,2.0799999,0,.050000001,3,60,0
1290,50,3.9200001,0,2.5,9,3.5999999,1
1010,108,2.25,0,1.61,64,39.751549,0
980,46,2.0999999,0,1,26,26,1
970,13,1.6900001,0,1.09,26,23.85321,1
1180,82,3.4100001,0,.80000001,14,17.5,1
1340,46,4,0,3.5,4,1.142857,0
1170,17,3.47,0,4.3000002,47,10.93023,1
1230,105,3.4000001,0,3.25,9,2.7692311,1
920,85,2.0999999,0,3.5999999,158,43.888889,0
1030,111,2.96,0,1.3,12,9.2307692,1
920,111,2.99,0,1.3,11,8.4615383,1
1140,43,3.2,0,2.73,15,5.4945049,1
810,14,1.14,0,3.1099999,132,42.443729,0
1180,10,1.2,0,3.1099999,14,4.5016079,0
1020,42,1.8,0,.050000001,4,80,0
1010,111,2.4300001,0,4.0300002,105,26.05459,0
1090,15,2.8,0,3.3399999,88,26.347309,0
630,115,2.0699999,1,1.67,87,52.09581,0
870,15,3,0,3,12,4,1
760,49,2.79,0,1.54,2,1.298701,1
1050,74,2,0,3.0899999,27,8.7378635,0
1020,115,3.48,0,3.6300001,26,7.1625342,1
1030,18,1.61,0,3.3099999,158,47.734138,0
860,118,2.6700001,0,2.3900001,61,25.52301,1
970,86,3.47,0,2.3900001,10,4.1841011,0
880,16,2.1800001,0,1.88,44,23.404249,0
1230,85,3.8699999,0,2.49,1,.40160641,0
1090,96,3,0,2.3900001,38,15.89958,0
930,121,2.45,0,1.1799999,15,12.71186,0
1300,45,2.5999999,0,2.97,44,14.81481,0
1170,117,3.28,0,1.9299999,4,2.0725391,0
1010,12,1.75,1,.91000003,60,65.934067,0
1030,68,2.3900001,0,.73000002,60,82.19178,0
1020,16,3.5,0,.91000003,16,17.58242,1
910,15,2.5999999,0,.91000003,74,81.31868,1
900,17,1.9400001,0,1.54,44,28.57143,0
1230,107,2.0699999,0,5.9099998,51,8.6294413,0
950,85,2.8399999,0,6.0799999,35,5.7565789,0
1220,79,3.9200001,0,4.3600001,5,1.146789,1
990,16,1.62,0,5.3000002,110,20.754721,0
1040,14,2,0,5.4299998,164,30.202579,1
990,63,1.74,0,.5,46,92,0
940,80,2.2,0,3.73,17,4.557641,1
1120,52,2.8399999,0,4.4299998,14,3.1602709,0
980,126,2.9300001,0,4.3400002,61,14.0553,0
1040,110,3.5699999,0,3.04,14,4.6052632,1
1080,80,2.5699999,0,3.1900001,40,12.53918,1
1030,16,3.1800001,0,1.85,35,18.918921,0
830,15,1.66,0,2.4300001,28,11.52263,0
1080,54,2.98,0,1.9299999,26,13.4715,1
860,17,2.29,0,3.79,155,40.897099,1
1040,14,2.0699999,0,5.6700001,97,17.10758,0
690,116,2.6400001,0,1.29,9,6.9767442,1
1160,17,3.6400001,0,3.6199999,5,1.381215,1
900,48,1.75,0,3.75,101,26.933331,0
1280,84,2.9100001,0,2.1300001,12,5.6338029,0
740,15,1.13,1,2.3199999,63,27.15517,1
1010,29,1.51,0,2.1199999,45,21.226419,0
900,18,3,0,2,56,28,1
1210,84,3.3,0,1.89,5,2.645503,1
980,78,1.73,0,3.51,53,15.09972,0
850,43,2.5999999,0,5.0500002,69,13.66337,1
1020,40,2.77,0,5.0500002,70,13.86139,0
1010,13,1.6900001,0,5.0999999,154,30.196079,0
960,12,3.1600001,0,5.0999999,43,8.4313726,0
930,48,2.9300001,0,5.0500002,75,14.85149,1
1130,75,2.48,0,4.9200001,66,13.41463,0
950,14,2.28,0,5.0999999,90,17.64706,1
1160,44,2.75,0,5.0500002,33,6.5346541,1
830,111,3.2,0,4.4400001,96,21.62162,1
1160,16,3.3099999,0,5.0999999,55,10.78431,1
950,17,3.4100001,0,4.4000001,13,2.954545,0
980,74,2.3699999,1,2.5999999,86,33.07692,0
880,17,3.05,1,1.77,12,6.7796612,0
1090,13,3.3,0,.56,30,53.57143,0
940,68,3.0699999,0,.1,3,30,0
1120,42,2.45,0,.1,5,50,0
930,48,2.5999999,0,4,135,33.75,0
970,43,3.0899999,0,.1,4,40,0
930,15,1.86,0,.1,4,40,1
1170,41,2.97,0,.1,2,20,1
1220,18,3.3800001,0,3.1300001,8,2.5559111,0
1140,17,3.8199999,0,2.21,3,1.357466,1
880,16,1.6799999,0,4.5500002,89,19.56044,1
1130,94,1.91,0,1.59,51,32.07547,0
880,16,1.5,0,1.42,27,19.01408,1
1030,108,3.05,0,1.59,7,4.4025159,1
1010,13,2,0,1.42,31,21.83099,0
1120,17,3.52,0,2.8099999,5,1.779359,0
810,84,2.78,0,2.3800001,12,5.042017,1
1160,49,3.6099999,0,2.78,4,1.438849,0
1110,14,2.78,0,2.5999999,63,24.23077,1
1370,73,3.23,0,2.6199999,13,4.961832,0
